DATE,JPNCPIALLMINMEI,JPNPROINDMISMEI,INTDSRJPM193N
1953-01-01,.,.,5.839999999
1953-02-01,.,.,5.839999999
1953-03-01,.,.,5.839999999
1953-04-01,.,.,5.839999999
1953-05-01,.,.,5.839999999
1953-06-01,.,.,5.839999999
1953-07-01,.,.,5.839999999
1953-08-01,.,.,5.839999999
1953-09-01,.,.,5.839999999
1953-10-01,.,.,5.839999999
1953-11-01,.,.,5.839999999
1953-12-01,.,.,5.839999999
1954-01-01,.,.,5.839999999
1954-02-01,.,.,5.839999999
1954-03-01,.,.,5.839999999
1954-04-01,.,.,5.839999999
1954-05-01,.,.,5.839999999
1954-06-01,.,.,5.839999999
1954-07-01,.,.,5.839999999
1954-08-01,.,.,5.839999999
1954-09-01,.,.,5.839999999
1954-10-01,.,.,5.839999999
1954-11-01,.,.,5.839999999
1954-12-01,.,.,5.839999999
1955-01-01,.,.,5.839999999
1955-02-01,.,.,5.839999999
1955-03-01,.,.,5.839999999
1955-04-01,.,.,5.839999999
1955-05-01,.,.,5.839999999
1955-06-01,.,.,5.839999999
1955-07-01,.,.,5.839999999
1955-08-01,.,.,7.299999999
1955-09-01,.,.,7.299999999
1955-10-01,.,.,7.299999999
1955-11-01,.,.,7.299999999
1955-12-01,.,.,7.299999999
1956-01-01,.,.,7.299999999
1956-02-01,.,.,7.299999999
1956-03-01,.,.,7.299999999
1956-04-01,.,.,7.299999999
1956-05-01,.,.,7.299999999
1956-06-01,.,.,7.299999999
1956-07-01,.,.,7.299999999
1956-08-01,.,.,7.299999999
1956-09-01,.,.,7.299999999
1956-10-01,.,.,7.299999999
1956-11-01,.,.,7.299999999
1956-12-01,.,.,7.299999999
